ID;Species;Tree age;DBH;H tree;Hcr;Dcr;Vtot;Vbark;Origin;Pst;Pbark;Pbr;Pf;Pabo;Proot;Ptot;Location;Country;Latitude;Longitude;Altitude (m.s.l.);Tree number / ha;Reference;Notes;Ecoregion;ID_Plot
139;Pinus sylvestris L.;66;4;;;;5;;Natural;2,3;0,3;0,3;0,2;2,8;0,6;3,4;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
140;Pinus sylvestris L.;66;6;;;;12;;Natural;5,7;0,7;0,8;0,6;7,1;1,4;8,5;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
141;Pinus sylvestris L.;66;8;;;;25;;Natural;12,4;1,4;1,4;1;14,8;2,9;17,7;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
142;Pinus sylvestris L.;66;10;;;;43;;Natural;20,1;2,1;2,6;1,7;24,4;5;29,4;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
143;Pinus sylvestris L.;66;12;;;;64;;Natural;30;3;4,2;2,5;36,7;7,3;44;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
144;Pinus sylvestris L.;66;14;;;;92;;Natural;44,1;4,1;6,3;3,5;53,9;10;63,9;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
145;Pinus sylvestris L.;66;16;;;;125;;Natural;59,4;5,4;9,1;4,7;73,2;14;87,2;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
146;Pinus sylvestris L.;66;18;;;;164;;Natural;78,7;6,7;12,6;6,1;97,4;19;116,4;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
147;Pinus sylvestris L.;66;20;;;;208;;Natural;99,2;8,2;16,7;7,6;123,5;24;147,5;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
148;Pinus sylvestris L.;66;22;;;;256;;Natural;122,8;9,8;21,8;9,3;153,9;29;182,9;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
149;Pinus sylvestris L.;66;24;;;;311;;Natural;149;12;27,7;11,2;187,9;35;222,9;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
150;Pinus sylvestris L.;66;26;;;;367;;Natural;176;13;34,6;13,2;223,8;41;264,8;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
151;Pinus sylvestris L.;66;28;;;;429;;Natural;206;15;41,5;15,2;262,7;47;309,7;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
152;Pinus sylvestris L.;66;30;;;;494;;Natural;237;17;49,2;17,3;303,5;53;356,5;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
153;Pinus sylvestris L.;66;32;;;;565;;Natural;272;19;57,2;19,5;348,7;60;408,7;Southern Karelia, Konchezero;RUS;62,22;34,17;;2120;Kazimirov et al., 1977;;80608;7757
154;Pinus sylvestris L.;20;0,5;;;;0,1;;Natural;0,048;0,0029;0,026;0,018;0,092;0,03;0,122;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;24690;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
155;Pinus sylvestris L.;20;1;;;;0,25;;Natural;0,115;0,0072;0,063;0,051;0,229;0,08;0,309;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;24690;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
156;Pinus sylvestris L.;20;2;;;;0,95;;Natural;0,458;0,203;0,131;0,028;0,617;0,04;0,657;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;24690;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
157;Pinus sylvestris L.;20;3;;;;2,15;;Natural;0,731;0,355;0,329;0,13;1,19;0,19;1,38;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;24690;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
158;Pinus sylvestris L.;20;4;;;;3,52;;Natural;1,603;0,616;0,585;0,23;2,42;0,32;2,74;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;24690;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
159;Pinus sylvestris L.;20;5;;;;5,52;;Natural;3,369;0,999;0,856;0,445;4,67;1,35;6,02;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;24690;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
160;Pinus sylvestris L.;20;6;;;;8,56;;Natural;4,455;1,378;1,29;0,75;6,5;1,09;7,59;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;24690;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
161;Pinus sylvestris L.;34;1;;;;0,25;;Natural;0,125;0,0003;0,0033;0,016;0,144;0,05;0,194;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;16980;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
162;Pinus sylvestris L.;34;2;;;;0,3;;Natural;;0,28;0,2;0,059;0,734;0,19;0,924;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;16980;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
163;Pinus sylvestris L.;34;4;;;;4;;Natural;1,668;0,64;0,95;0,248;2,866;0,45;3,316;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;16980;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
164;Pinus sylvestris L.;34;6;;;;10;;Natural;4,176;0,71;2,22;0,641;7,037;1,53;8,567;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;16980;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
165;Pinus sylvestris L.;34;8;;;;20;;Natural;8,45;1,45;3,58;1,31;13,34;3,58;16,92;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;16980;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
166;Pinus sylvestris L.;34;10;;;;37;;Natural;15,45;2,18;7,8;2,32;25,57;5,93;31,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;16980;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
167;Pinus sylvestris L.;34;12;;;;65;;Natural;26,5;3,71;10,26;4,42;41,18;7,88;49,06;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;16980;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
168;Pinus sylvestris L.;53;4;;;;4;;Natural;2,03;0,61;0,05;0,069;2,15;0,015;2,165;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
169;Pinus sylvestris L.;53;6;;;;10;;Natural;4,07;0,86;0,554;0,16;4,78;1,39;6,17;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
170;Pinus sylvestris L.;53;8;;;;22;;Natural;11,16;1,38;1,91;0,35;13,42;2,43;15,85;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
171;Pinus sylvestris L.;53;10;;;;39;;Natural;19,79;2,01;3,22;0,86;23,87;5,01;28,88;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
172;Pinus sylvestris L.;53;12;;;;63;;Natural;31,96;3,18;5,07;1,38;38,41;6,97;45,38;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
173;Pinus sylvestris L.;53;14;;;;63;;Natural;46,6;5,09;7,44;2,29;56,33;9,15;65,48;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
174;Pinus sylvestris L.;53;16;;;;131;;Natural;66,08;6,74;9,97;3,35;79,4;13,5;92,9;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
175;Pinus sylvestris L.;53;18;;;;178;;Natural;92,07;8,58;11,65;4,53;108,3;14,81;123,11;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
176;Pinus sylvestris L.;53;20;;;;225;;Natural;114,2;12,56;13,58;5,83;133,6;18,5;152,1;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;4088;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
177;Pinus sylvestris L.;105;8;;;;24;;Natural;11,24;1,35;0,98;0,52;12,74;2,13;14,87;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
178;Pinus sylvestris L.;105;12;;;;70;;Natural;30,1;3,8;2,78;1,75;34,63;5,7;40,33;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
179;Pinus sylvestris L.;105;16;;;;147;;Natural;62,97;7,01;6,01;2,73;71,71;6,85;78,56;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
180;Pinus sylvestris L.;105;20;;;;274;;Natural;114,6;13,01;11,03;3,71;129,4;14,8;144,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
181;Pinus sylvestris L.;105;24;;;;418;;Natural;170;18,43;13,53;4,73;188,3;22,8;211,1;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
182;Pinus sylvestris L.;105;28;;;;586;;Natural;233,6;24,9;16,55;6,65;256,8;34,1;290,9;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
183;Pinus sylvestris L.;105;32;;;;798;;Natural;339;36,8;21,51;8,85;369,3;34,9;404,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
184;Pinus sylvestris L.;105;36;;;;1080;;Natural;429,2;44,6;24,98;11,58;465,7;49;514,7;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
185;Pinus sylvestris L.;105;40;;;;1340;;Natural;583,4;56,8;29,56;14,11;627,1;60,3;687,4;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;831;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
186;Pinus sylvestris L.;150;16;;;;154;;Natural;67,6;5,93;5,25;3,25;76,1;12,5;88,6;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
187;Pinus sylvestris L.;150;20;;;;274;;Natural;123,8;16,86;7,06;4,76;135,7;19,5;155,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
188;Pinus sylvestris L.;150;24;;;;418;;Natural;200,4;15,6;12,03;6,78;219,2;25,1;244,3;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
189;Pinus sylvestris L.;150;28;;;;612;;Natural;282,4;18;17,03;8,96;308,4;34,8;343,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
190;Pinus sylvestris L.;150;32;;;;831;;Natural;389,2;30,5;21,95;13,16;424,3;38,2;462,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
191;Pinus sylvestris L.;150;36;;;;985;;Natural;457,5;35,6;31,51;15,48;504,4;45,6;550;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
192;Pinus sylvestris L.;150;40;;;;1260;;Natural;564,1;44,1;40,26;19,6;624;52;676;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
193;Pinus sylvestris L.;150;44;;;;1840;;Natural;640,4;57,8;48,68;22,23;711,3;56,8;768,1;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;485;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
194;Pinus sylvestris L.;204;16;;;;158;;Natural;66,21;0,7;2,91;0,45;69,57;11,9;81,47;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
195;Pinus sylvestris L.;204;20;;;;278;;Natural;105,5;0,91;6,15;2,78;114,5;18,5;133;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
196;Pinus sylvestris L.;204;24;;;;427;;Natural;174,9;22,5;11,38;4,27;190,5;24,9;215,4;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
197;Pinus sylvestris L.;204;28;;;;620;;Natural;254,7;26,9;15,61;6,2;276,5;32;308,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
198;Pinus sylvestris L.;204;32;;;;838;;Natural;348;34,9;20,81;8,38;377,2;37,1;414,3;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
199;Pinus sylvestris L.;204;36;;;;992;;Natural;409,9;46,5;31,94;10,92;452,8;44;496,8;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
200;Pinus sylvestris L.;204;40;;;;1310;;Natural;536,9;58,1;43,4;14,1;594,4;56,5;650,9;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
201;Pinus sylvestris L.;204;44;;;;1610;;Natural;634,1;84,1;60,3;16,1;710,5;62,5;773;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
202;Pinus sylvestris L.;204;48;;;;2000;;Natural;820,6;98,5;65,6;20;906,2;72,5;978,7;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;348;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
203;Pinus sylvestris L.;265;20;;;;282;;Natural;125;13,5;5,57;2,2;132,8;11,4;144,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
204;Pinus sylvestris L.;265;24;;;;436;;Natural;228,8;18,9;89,23;4,49;322,5;17,5;340;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
205;Pinus sylvestris L.;265;28;;;;628;;Natural;250;26,8;17,37;7,24;274,6;25,9;300,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
206;Pinus sylvestris L.;265;32;;;;845;;Natural;339,6;34,9;26,66;9,92;376,2;34;410,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
207;Pinus sylvestris L.;265;36;;;;1090;;Natural;440,2;43,6;40,25;12,78;493,2;35,9;529,1;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
208;Pinus sylvestris L.;265;40;;;;1370;;Natural;547;52;48,56;14,02;609,6;44;653,6;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
209;Pinus sylvestris L.;265;44;;;;1680;;Natural;670,4;64,5;58,06;16,97;745,4;50,1;795,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
210;Pinus sylvestris L.;265;48;;;;2520;;Natural;775,6;78,9;68,72;28,38;872,7;64;936,7;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
211;Pinus sylvestris L.;265;52;;;;2290;;Natural;909;92,1;83,53;21,46;1014;70,9;1084,9;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
212;Pinus sylvestris L.;265;56;;;;2630;;Natural;1006;103,5;100,6;22,98;1129,6;77,9;1207,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;289;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
213;Pinus sylvestris L.;10;0,5;;;;;;Natural;0,0015;0,0008;0,002;0,0045;0,01;0,0005;0,0105;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
214;Pinus sylvestris L.;10;1;;;;0,05;;Natural;0,004;0,002;0,004;0,04;0,05;0,02;0,07;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
215;Pinus sylvestris L.;10;2;;;;0,1;;Natural;0,097;0,03;0,061;0,087;0,25;0,03;0,28;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
216;Pinus sylvestris L.;10;3;;;;2;;Natural;1,25;0,05;0,15;0,2;1,6;0,13;1,73;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
217;Pinus sylvestris L.;10;4;;;;4;;Natural;1,98;0,054;0,24;0,41;2,63;0,24;2,87;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
218;Pinus sylvestris L.;10;5;;;;7;;Natural;3,213;0,07;0,48;0,75;4,44;0,73;5,17;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
219;Pinus sylvestris L.;10;6;;;;10;;Natural;4,68;0,12;0,68;1,06;6,42;0,88;7,3;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
220;Pinus sylvestris L.;10;7;;;;16;;Natural;7,94;0,19;1,2;1,49;10,63;1,03;11,66;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;18000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
221;Pinus sylvestris L.;20;2;;;;1,5;;Natural;0,29;;0,06;0,06;0,41;0,06;0,47;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
222;Pinus sylvestris L.;20;3;;;;2,2;;Natural;0,85;0,08;0,15;0,15;1,15;0,27;1,42;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
223;Pinus sylvestris L.;20;4;;;;4,5;;Natural;2,1;0,1;0,24;0,27;2,61;0,48;3,09;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
224;Pinus sylvestris L.;20;5;;;;5,3;;Natural;3,25;0,45;0,52;0,54;4,31;0,89;5,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
225;Pinus sylvestris L.;20;6;;;;11;;Natural;4,71;1,15;0,6;0,72;6,03;1,3;7,33;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
226;Pinus sylvestris L.;20;7;;;;17;;Natural;6,8;1,3;1,45;1,25;9,5;2;11,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
227;Pinus sylvestris L.;20;8;;;;22;;Natural;8,93;1,5;1,8;2,31;13,04;2,7;15,74;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
228;Pinus sylvestris L.;20;9;;;;30;;Natural;12,27;2,16;2,15;3,05;17,47;3,3;20,77;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
229;Pinus sylvestris L.;20;10;;;;39;;Natural;15,77;3,1;3,2;3,5;22,47;4;26,47;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;6000;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
230;Pinus sylvestris L.;43;6;;;;12;;Natural;3,21;0,2;0,38;0,4;3,99;1,29;5,28;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;2510;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
231;Pinus sylvestris L.;43;8;;;;24;;Natural;8,99;0,3;1,05;0,8;10,84;3,02;13,86;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;2510;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
232;Pinus sylvestris L.;43;10;;;;41;;Natural;15,62;0,6;1,86;1;18,48;5,61;24,09;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;2510;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
233;Pinus sylvestris L.;43;12;;;;64;;Natural;24,63;2;2,65;1,5;28,78;7,13;35,91;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;2510;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
234;Pinus sylvestris L.;43;14;;;;95;;Natural;36,9;5,4;4,9;2,7;44,5;10,03;54,53;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;2510;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
235;Pinus sylvestris L.;43;16;;;;135;;Natural;52,8;6,1;9,3;3,5;65,6;14;79,6;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;2510;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
236;Pinus sylvestris L.;43;18;;;;172;;Natural;66,5;8;13,5;4,5;84,5;16,24;100,74;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;2510;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
237;Pinus sylvestris L.;121;12;;;;60;;Natural;30,4;1,4;2,34;1,6;34,34;7,49;41,83;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
238;Pinus sylvestris L.;121;14;;;;98;;Natural;44,3;2,1;5,2;2,4;51,9;11,53;63,43;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
239;Pinus sylvestris L.;121;16;;;;135;;Natural;67,08;3,4;9,61;3,7;80,39;15;95,39;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
240;Pinus sylvestris L.;121;18;;;;175;;Natural;78,85;4,9;13,5;4,8;97,15;17,8;114,95;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
241;Pinus sylvestris L.;121;20;;;;225;;Natural;99,84;6,8;17,7;5,8;123,3;20,9;144,2;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
242;Pinus sylvestris L.;121;22;;;;347;;Natural;136,5;9,7;21,2;6,8;164,5;27,61;192,11;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
243;Pinus sylvestris L.;121;24;;;;402;;Natural;160,8;13,1;25,4;7,1;193,3;29,4;222,7;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
244;Pinus sylvestris L.;121;28;;;;560;;Natural;205;20;27,6;10;242,6;38,1;280,7;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;1090;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
245;Pinus sylvestris L.;158;12;;;;136;;Natural;30,4;1,4;2,18;1,6;34,18;7,49;41,67;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;798;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
246;Pinus sylvestris L.;158;16;;;;177;;Natural;52;3,1;2,34;3,8;58,14;12,9;71,04;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;798;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
247;Pinus sylvestris L.;158;20;;;;225;;Natural;93,4;6,6;3,45;5,4;102,3;15,1;117,4;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;798;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
248;Pinus sylvestris L.;158;24;;;;350;;Natural;142,5;12,7;3,7;7,8;154;24,5;178,5;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;798;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
249;Pinus sylvestris L.;158;28;;;;428;;Natural;187;15,3;4,65;10,1;201,7;28,1;229,8;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;798;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
250;Pinus sylvestris L.;158;32;;;;503;;Natural;225,1;19,6;6,26;12,5;243,9;32,5;276,4;Arkhangelsk region, Obozerskaya;RUS;64,00;39,50;;798;"Molchanov, 1971, 1974а; Molchanov, Polyakova, 1974";;80608;
