"";"ID";"Tree.species";"Tree.species.code";"Tree.composition";"Structure.of.age";"Origin";"Site.index";"Stand.age";"Height";"DBH";"Tree.number";"Relative.stocking";"Basal.area";"Growing.sto.U.0441.k";"Stem...bark";"Bark";"Wood...bark.of.crown";"Leaves...needles";"Stump...Roots";"Roots.1.mm";"Roots.2.mm";"Roots.5.mm";"Roots.7.mm";"Undergrowth";"Bushes";"Undergrowth...Bushes";"Und...Bushes.with.roots";"Green.forest.floor";"GFF.with.roots";"Snags";"Logs";"Snags...logs";"Dead.branches";"Dead.roots";"Litter";"Country";"Latitude";"Longitude";"ALT_m";"Year";"Number.of.sampled.trees";"LAI..tree.";"Ecoregion";"Reference"
"8629";10287;"Metasequoia glyptostroboides";180;"100-Met";NA;"Planted";NA;"17";14,7;20,2;753;NA;NA;172;56;NA;12,42;4,28;"17.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JPN";35,67;139,33;NA;1972;NA;NA;80440;"Satoo, 1974d"
"8630";10289;"Larix";104;"La";NA;"Natural";NA;"160";NA;NA;360;NA;NA;NA;206,73;NA;14,19;5,06;"20.11";NA;NA;NA;NA;NA;4,92;NA;NA;1,92;NA;NA;NA;NA;NA;NA;NA;"CHN";42,75;128,27;"900";1994;NA;7,23;80414;"Luo T., 1996"
"8631";10440;"Alnus glutinosa";127;"96-Al,2-Bi,2-Oa";NA;"Natural";"5";"47";21,5;23,8;710;1;31,7;331;148,3;18,9;9,9;1,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";51,5;23,8;NA;2005;NA;NA;80412;"Lakyda et al., 2012"
"8632";10441;"Alnus glutinosa";127;"97-Al,3-Bi";NA;"Natural";"6";"65";21,2;28,4;508;1;30,9;217;132,8;17,5;14,1;2,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";51,5;23,8;NA;2005;NA;NA;80412;"Lakyda et al., 2012"
"8633";10442;"Alnus glutinosa";127;"100-Al";NA;"Natural";"7";"62";22,1;25,6;677;1,1;34,7;385;150,2;21,4;15,6;5,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";50,97;26,41;NA;2007;NA;NA;80412;"Lakyda et al., 2012"
"8634";10443;"Alnus glutinosa";127;"100-Al";NA;"Natural";"4";"19";11,9;8,4;2430;0,8;13,6;89;34,4;4,5;3,4;1,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";51,65;26;NA;2007;NA;NA;80412;"Lakyda et al., 2012"
"8635";10444;"Alnus glutinosa";127;"100-Al";NA;"Natural";"7";"63";20,4;25,2;673;1,1;33,6;343;142,6;17,9;11,3;4,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";51,55;26;NA;2007;NA;NA;80412;"Lakyda et al., 2012"
"8636";10445;"Alnus glutinosa";127;"100-Al";NA;"Natural";"3";"15";10,5;6,2;5160;1;15,8;102;37,1;3,9;5,5;3,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";51,4;26,1;NA;2007;NA;NA;80412;"Lakyda et al., 2012"
"8637";10446;"Alnus glutinosa";127;"100-Al";NA;"Natural";"6";"62";25,7;29,7;540;1;38,7;457;207,7;34,3;13,2;2,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";50,9;27;NA;2008;NA;NA;80412;"Lakyda et al., 2012"
"8638";10447;"Alnus glutinosa";127;"97-Al,3-Bi";NA;"Natural";"6";"28";17;13,5;1767;1;24,9;228;103,8;13,4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";50,85;27;NA;2008;NA;NA;80412;"Lakyda et al., 2012"
"8639";10448;"Alnus glutinosa";127;"97-Al,3-Bi";NA;"Natural";"3";"25";20,1;15,8;1411;0,9;25,7;255;109,7;13,8;6,1;2,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";50,85;27;NA;2008;NA;NA;80412;"Lakyda et al., 2012"
"8640";10449;"Alnus glutinosa";127;"97-Al,3-Bi";NA;"Natural";"7";"65";22,7;25,5;493;0,7;24,7;304;140,5;22,5;5,9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";50,85;27;NA;2008;NA;NA;80412;"Lakyda et al., 2012"
"8641";10450;"Alnus glutinosa";127;"96-Al,2-Bi,2-Al";NA;"Natural";"5";"18";14,2;12;1967;1,1;22,1;150;63,1;8,1;7,7;3,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";50,9;26,95;NA;2009;NA;NA;80412;"Lakyda et al., 2012"
"8642";10451;"Alnus glutinosa";127;"87-Al,10-Bi,3-Al";NA;"Natural";"2";"15";11,7;8,4;1980;0,6;9,9;59;20,7;2,7;3,3;2,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";50,9;26,95;NA;2009;NA;NA;80412;"Lakyda et al., 2012"
"8643";10452;"Alnus glutinosa";127;"100-Al";NA;"Natural";"3";"18";12,2;7;3967;0,9;15,2;116;51,3;6,1;3,2;2,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";51,8;31,95;NA;2009;NA;NA;80412;"Lakyda et al., 2012"
"8644";10453;"Alnus glutinosa";127;"100-Al";NA;"Planted";"3";"42";22,9;19,4;1136;1;33,5;427;211,71;19,89;5,6;2,1;NA;NA;NA;NA;NA;1,2;NA;NA;NA;NA;2,5;NA;NA;NA;NA;NA;NA;"UKR";51,8;31,95;NA;2009;NA;NA;80412;"Lakyda et al., 2012"
"8645";10454;"Alnus glutinosa";127;"58-Al,29-Bi,10-P,3-Oa";NA;"Natural";"7";"66";23,7;24,3;580;0,9;31,3;359;106,6;10,6;8,5;1,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";52,27;32,6;NA;2010;NA;NA;80412;"Lakyda et al., 2012"
"8646";10455;"Alnus glutinosa";127;"100-Al";NA;"Natural";"4";"27";20,5;18,5;500;0,5;13,4;134;62,7;7,4;3,1;1,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";52,27;32,6;NA;2010;NA;NA;80412;"Lakyda et al., 2012"
"8647";10456;"Alnus glutinosa";127;"90-Al,10-Bi";NA;"Natural";"7";"61";20,3;32;250;0,7;18,9;170;69,8;8,8;2,1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"UKR";52,27;32,6;NA;2010;NA;NA;80412;"Lakyda et al., 2012"
"8648";10520;"Larix kaempferi";104;"La";NA;"Planted";"0";"13";13,8;15,4;714;NA;NA;85,709;28,195;NA;10,223;3,164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";30,8;110,03;"1650";1999;NA;NA;80101;"Ai, Shen 2001; cited by Luo et al., 2014"
"8649";10521;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"24";NA;NA;1590;NA;NA;NA;45,4;NA;6,8;5,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6,9;"CHN";30,24;108,85;"1400";1999;NA;NA;80101;"Ai, Zhou 1996; cited by Luo et al., 2014"
"8650";10522;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"24";NA;NA;1665;NA;NA;NA;43,8;NA;5;3,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;5,1;"CHN";30,24;108,85;"1400";1989;NA;NA;80101;"Ai, Zhou 1996; cited by Luo et al., 2014"
"8651";10523;"Pinus massoniana";180;"Pi";NA;"Secondary";"3";"11";6,8;7,2;2033;0,363110124436885;NA;26,736;18,036;NA;3,733;3,561;NA;NA;NA;NA;NA;NA;1,438;NA;NA;NA;1,152;NA;NA;0;NA;NA;2,989;"CHN";28,21;108,18;"883";1989;NA;NA;80101;"An et al. 1991; cited by Luo et al., 2014"
"8652";10524;"Pinus massoniana";180;"Pi";NA;"Secondary";"2";"21";14,5;12,7;2030;0,814153923369142;NA;177,115;68,919;NA;11,322;5,713;NA;NA;NA;NA;NA;NA;1,438;NA;NA;NA;1,152;NA;NA;0;NA;NA;2,989;"CHN";28,21;108,18;"883";1989;NA;NA;80101;"An et al. 1991; cited by Luo et al., 2014"
"8653";10525;"Pinus massoniana";180;"Pi";NA;"Secondary";"5";"30";14,4;15,2;2120;1,12502822735752;NA;263,129;108,92;NA;16,695;6,923;NA;NA;NA;NA;NA;NA;1,438;NA;NA;NA;1,152;NA;NA;0;NA;NA;2,989;"CHN";28,21;108,18;"883";1989;NA;NA;80101;"An et al. 1991; cited by Luo et al., 2014"
"8654";10526;"Cunninghamia lanceolata & Cupressus funebris";180;"FC";NA;"Secondary";NA;"32";13,2;14,4;744;NA;NA;88,341;49,698;NA;5,252;6,078;NA;NA;NA;NA;NA;NA;0,764;NA;NA;NA;1,437;NA;NA;0;NA;NA;3,213;"CHN";28,21;108,18;"980";1989;NA;NA;80101;"An et al. 1991; cited by Luo et al., 2014"
"8655";10527;"Cupressus funebris";180;"Cy";NA;"Secondary";NA;"30";10;12,1;818;NA;NA;47,376;20,907;NA;3,354;2,696;NA;NA;NA;NA;NA;NA;0,764;NA;NA;NA;1,437;NA;NA;0;NA;NA;3,213;"CHN";28,21;108,18;"850";1989;NA;NA;80101;"An et al. 1991; cited by Luo et al., 2014"
"8656";10528;"Larix gmelinii";104;"La";NA;"Planted";"3";"25";17;14,3;1160;NA;NA;131;108;NA;7,5;2,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";47,22;128,77;"640";1978;NA;NA;80426;"Bai, Zhan 1980; cited by Luo et al., 2014"
"8657";10529;"Pinus tabuliformis";101;"Pi";NA;"Planted";"10";"30";4,94;8,79;1419;0,596125;NA;28,614;12,609;2,419;8,3;6,622;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;4,17;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8658";10530;"Pinus tabuliformis";101;"Pi";NA;"Planted";"10";"30";4,76;7,92;1722;0,609035874439462;NA;27,163;15,997;2,879;10,365;8,368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;10,64;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8659";10531;"Pinus tabuliformis";101;"Pi";NA;"Planted";"10";"30";4,27;7,03;1828;0,5095;NA;20,38;14,388;2,556;9,934;8,598;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;4,11;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8660";10532;"Pinus tabuliformis";101;"Pi";NA;"Planted";"10";"30";4,65;6,97;3189;0,906166666666667;NA;38,059;18,25;3,973;10,54;10,54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6,58;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8661";10533;"Pinus tabuliformis";101;"Pi";NA;"Planted";"9";"30";5,31;8,84;1329;0,542426003891408;NA;29,135;15,726;3,368;11,126;6,409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;3,98;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8662";10534;"Pinus tabuliformis";101;"Pi";NA;"Planted";"9";"30";5,65;9,12;1429;0,606036004971358;NA;35,478;18,576;3,578;11,648;6,806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;7,15;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8663";10535;"Pinus tabuliformis";101;"Pi";NA;"Planted";"9";"30";5,87;8,97;1994;0,806107546479106;NA;49,755;22,82;3,9;12,978;5,633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;3,84;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8664";10536;"Pinus tabuliformis";101;"Pi";NA;"Planted";"9";"30";5,26;7,1;3950;1,04381149387513;NA;55,334;28,586;4,675;9,31;6,234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;2,7;"CHN";40,76;111,81;"1224";2006;"1";NA;80813;"Bai et al. 2008; cited by Luo et al., 2014"
"8665";10537;"Betula platyphylla";124;"Bi";NA;"Secondary";"5";"30";14,7;12,38;1590;0,983527272727273;NA;135,235;82,378;9,518;9,417;2,376;NA;NA;NA;NA;NA;NA;0,673;0,439;0,673;1,511;2,648;NA;NA;0;NA;NA;8,715;"CHN";47,22;128,77;"640";1989;NA;NA;80426;"Bao 1991; cited by Luo et al., 2014"
"8666";10538;"Quercus variabilis";110;"Oa";NA;"Planted";NA;"26";NA;NA;2973;NA;NA;NA;32,16;NA;9,85;1,68;NA;NA;NA;NA;NA;NA;3,63;1,33;3,63;0,15;0,95;NA;NA;NA;NA;NA;NA;"CHN";40,01;116,21;"300";1982;NA;NA;80424;"Bao et al. 1984; cited by Luo et al., 2014"
"8667";10539;"Platycladus orientalis ";180;NA;NA;"Planted";NA;"46";NA;NA;NA;NA;NA;NA;32,731;NA;9,959;6,971;NA;NA;NA;NA;NA;NA;0,299;NA;NA;NA;0,364;NA;NA;0;NA;NA;2,496;"CHN";39,33;115,35;"300";1998;"1";NA;80411;"Bi et al. 2000; cited by Luo et al., 2014"
"8668";10540;"Pinus koraiensis & Phellodendron amurense";105;"Pk";NA;"Planted";"8";"31";9,9;10,6;2200;NA;NA;92,449;40,46;NA;13,42;4,19;NA;NA;NA;NA;NA;NA;1,02;NA;NA;NA;0,82;NA;NA;2,62;NA;NA;5,2;"CHN";47,22;128,77;"424";1989;"1";NA;80426;"Cai et al. 1991; cited by Luo et al., 2014"
"8669";10541;"Populus xiaohei";131;"Po";NA;"Planted";NA;"10";NA;19,36;570;NA;NA;NA;46,677;NA;9,194;2,582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8670";10542;"Populus xiaohei";131;"Po";NA;"Planted";NA;"10";NA;18,3;520;NA;NA;NA;37,726;NA;12,651;3,916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8671";10543;"Populus xiaohei";131;"Po";NA;"Planted";NA;"18";NA;11,65;825;NA;NA;NA;21,77;NA;5,998;2,079;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8672";10544;"Populus xiaohei";131;"Po";NA;"Planted";NA;"24";NA;18,7;1050;NA;NA;NA;92,663;NA;6,794;2,856;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8673";10545;"Populus simonii; P. nigra; Populus canadensis";131;"Po";NA;"Planted";NA;"11";NA;23,37;570;NA;NA;NA;55,62;NA;12,85;4,047;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8674";10546;"Populus simonii; P. nigra; Populus canadensis";131;"Po";NA;"Planted";NA;"13";NA;16,9;616;NA;NA;NA;32,697;NA;8,254;2,335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8675";10547;"Populus simonii; P. nigra; Populus canadensis";131;"Po";NA;"Planted";NA;"13";NA;18,6;616;NA;NA;NA;30,628;NA;8,254;1,078;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8676";10548;"Populus simonii; P. nigra; Populus canadensis";131;"Po";NA;"Planted";NA;"13";NA;15,32;616;NA;NA;NA;20,784;NA;4,946;0,678;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";46,23;124,15;"147";2004;"1";NA;80903;"Cao et al. 2006; cited by Luo et al., 2014"
"8677";10549;"Populus xiaohei";131;"Po";NA;"Planted";NA;"10";NA;10,28;667;NA;NA;NA;6,783;NA;2,781;2,428;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";48,05;124,45;"210";2004;"1";NA;80813;"Cao et al. 2006; cited by Luo et al., 2014"
"8678";10550;"Populus xiaohei";131;"Po";NA;"Planted";NA;"17";NA;14,79;625;NA;NA;NA;21,318;NA;7,481;1,744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";48,05;124,45;"210";2004;"1";NA;80813;"Cao et al. 2006; cited by Luo et al., 2014"
"8679";10551;"Populus alba, P. berolinensis";131;"Po";NA;"Planted";NA;"15";NA;20;625;NA;NA;NA;58,831;NA;14,281;5,056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";48,05;124,45;"210";2004;"1";NA;80813;"Cao et al. 2006; cited by Luo et al., 2014"
"8680";10553;"Larix Principis-Rupprechtii";104;"La";NA;"Planted";"8";"25";7,1;7,47;4000;0,762915842620842;NA;58,071;26,323;NA;11,269;4,328;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";37,56;111,35;"1350";1997;NA;NA;80411;"Chai et al. 1999; cited by Luo et al., 2014"
"8681";10554;"Picea crassifolia";102;"Sp";NA;"Primary";"9";"123";19,8;22,08;1000;1,0206726629426;NA;359,109;88,24;10,81;26,21;11,32;NA;NA;NA;NA;NA;NA;0,8;0,62;0,8;NA;24,34;NA;NA;NA;NA;NA;NA;"CHN";38,45;99,9;"3570";1994;NA;NA;81015;"Chang et al. 1996; cited by Luo et al., 2014"
"8682";10555;"Picea crassifolia";102;"Sp";NA;"Primary";"10";"130";16,25;16,8;1363;0,94256260995444;NA;232,558;91,37;11,61;26,96;11,68;NA;NA;NA;NA;NA;NA;1,17;0,87;1,17;NA;24,34;NA;NA;NA;NA;NA;NA;"CHN";38,45;99,9;"3570";1994;NA;NA;81015;"Chang et al. 1996; cited by Luo et al., 2014"
"8683";10556;"Picea crassifolia";102;"Sp";NA;"Primary";"9";"147";20,9;26,8;638;0,937537671391252;NA;356,286;123,49;14,75;36,8;15,91;NA;NA;NA;NA;NA;NA;2,07;1,57;2,07;NA;24,34;NA;NA;NA;NA;NA;NA;"CHN";38,45;99,9;"3570";1994;NA;NA;81015;"Chang et al. 1996; cited by Luo et al., 2014"
"8684";10557;"Picea crassifolia";102;"Sp";NA;"Primary";"8";"157";24,7;27,2;700;0,925648514987;NA;475,878;172,41;20,29;51,49;22,25;NA;NA;NA;NA;NA;NA;0,57;0,44;0,57;NA;24,34;NA;NA;NA;NA;NA;NA;"CHN";38,45;99,9;"3570";1994;NA;NA;81015;"Chang et al. 1996; cited by Luo et al., 2014"
"8685";10558;"Picea crassifolia";102;"Sp";NA;"Primary";"10";"212";17,1;19,9;938;0,889675414032279;NA;236,302;96,972;12,17;28,137;12,435;NA;NA;NA;NA;NA;NA;1,51;1,18;1,51;NA;24,34;NA;NA;0;NA;NA;12,75;"CHN";38,45;99,9;"3570";1994;NA;NA;81015;"Chang et al. 1996; Wang et al. 1998a; cited by Luo et al., 2014"
"8686";10559;"Sabina przewalskii ";180;NA;NA;"Primary";NA;"165";8,3;25,9;725;NA;NA;175,108;88,4;18,74;51,34;20,02;NA;NA;NA;NA;NA;NA;NA;2,59;NA;0,13;NA;NA;NA;NA;NA;NA;NA;"CHN";38,45;99,9;"2695";1995;NA;NA;81015;"Chang et al. 1997; cited by Luo et al., 2014"
"8687";10560;"Sabina przewalskii ";180;NA;NA;"Primary";NA;"193";10,4;29,54;975;NA;NA;383,84;132,81;28,87;78,37;29,87;NA;NA;NA;NA;NA;NA;NA;2,59;NA;0,13;NA;NA;NA;NA;NA;NA;NA;"CHN";38,45;99,9;"2695";1995;NA;NA;81015;"Chang et al. 1997; cited by Luo et al., 2014"
"8688";10561;"Sabina przewalskii ";180;NA;NA;"Primary";NA;"255";12,75;38,88;300;NA;NA;250,827;56,49;12,53;32,47;12,65;NA;NA;NA;NA;NA;NA;NA;2,59;NA;0,13;NA;NA;NA;NA;NA;NA;NA;"CHN";38,45;99,9;"2695";1995;NA;NA;81015;"Chang et al. 1997; cited by Luo et al., 2014"
"8689";10562;"Pinus armandii";101;"Pi";NA;"Primary";NA;"32";NA;NA;NA;NA;NA;45,446;19,91;2,87;18,61;7,39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";34,31;106,34;"1950";1982;NA;NA;80424;"Chen 1984; cited by Luo et al., 2014"
"8690";10563;"Pinus armandii";101;"Pi";NA;"Primary";NA;"34";NA;NA;NA;NA;NA;107,231;42,14;5,4;30,87;7,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";34,31;106,34;"1700";1982;NA;NA;80424;"Chen 1984; cited by Luo et al., 2014"
"8691";10564;"Pinus armandii";101;"Pi";NA;"Planted";NA;"17";NA;NA;NA;NA;NA;46,252;19,42;3,16;18,26;5,69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";34,31;106,34;"2394";1982;NA;NA;80424;"Chen 1984; cited by Luo et al., 2014"
"8692";10565;"Pinus armandii";101;"Pi";NA;"Primary";NA;"31";NA;NA;NA;NA;NA;77,908;29,7;3,92;16,7;4,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";33,43;108,45;"2150";1982;NA;NA;80434;"Chen 1984; cited by Luo et al., 2014"
"8693";10566;"Pinus armandii";101;"Pi";NA;"Primary";NA;"30";NA;NA;NA;NA;NA;142,236;53,21;6,9;23,56;7,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";33,43;108,45;"1875";1982;NA;NA;80434;"Chen 1984; cited by Luo et al., 2014"
"8694";10567;"Pinus armandii";101;"Pi";NA;"Planted";NA;"20";NA;NA;NA;NA;NA;116,413;43,22;5,38;20,35;7,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";33,43;108,45;"1625";1982;NA;NA;80434;"Chen 1984; cited by Luo et al., 2014"
"8695";10568;"Cyclobalanopsis glauca";180;"OC";NA;"Secondary";NA;"30";NA;NA;NA;NA;NA;NA;52,759;NA;21,639;6,485;NA;NA;NA;NA;NA;NA;3,161;0,737;3,161;0,006;0,176;NA;NA;NA;NA;NA;NA;"CHN";29,55;119,5;"50";1991;NA;NA;80415;"Chen 1993; cited by Luo et al., 2014"
"8696";10569;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"8";8,2;10,5;1980;NA;NA;74,844;25,079;NA;5,136;7,272;NA;NA;NA;NA;NA;NA;NA;0,804;NA;0,258;NA;NA;NA;0;NA;NA;5,82;"CHN";28,83;117,58;"400";1994;"1";NA;80415;"Chen 1996; cited by Luo et al., 2014"
"8697";10570;"Castanopsis carlesii";180;NA;NA;"Secondary";NA;"65";14,5;18;1910;NA;NA;376,68;192,19;NA;74,174;9,375;NA;NA;NA;NA;NA;NA;NA;6,371;NA;0,028;NA;NA;NA;2,323;NA;NA;4,111;"CHN";28,83;117,58;"400";1994;"1";NA;80415;"Chen 1996; cited by Luo et al., 2014"
"8698";10571;"Castanopsis fargesii";180;NA;NA;"Planted";NA;"8";8,5;7,8;3270;NA;NA;69,344;28,902;NA;12,44;5,96;NA;NA;NA;NA;NA;NA;NA;0,498;NA;0,429;NA;NA;NA;0;NA;NA;5;"CHN";28,83;117,58;"400";1994;"1";NA;80415;"Chen 1996; cited by Luo et al., 2014"
"8699";10572;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"14";10,4;13,9;1695;NA;NA;137,183;41,337;NA;8,741;4,892;NA;NA;NA;NA;NA;NA;NA;0,977;NA;2,295;NA;NA;NA;0;NA;NA;2,6;"CHN";25,33;114,57;"400";1994;"1";NA;40118;"Chen 1996; cited by Luo et al., 2014"
"8700";10573;"Castanopsis fordii";180;NA;NA;"Secondary";NA;"30";17,5;15,3;1815;NA;NA;284,773;127,326;NA;30,683;6,071;NA;NA;NA;NA;NA;NA;NA;2,717;NA;0,163;NA;NA;NA;0;NA;NA;3,402;"CHN";25,33;114,57;"400";1994;"1";NA;40118;"Chen 1996; cited by Luo et al., 2014"
"8701";10574;"Castanopsis fargesii";180;NA;NA;"Secondary";NA;"14";12,5;11,6;1785;NA;NA;118,31;62,179;NA;22,466;3,803;NA;NA;NA;NA;NA;NA;NA;1,416;NA;0;NA;NA;NA;0;NA;NA;3,479;"CHN";25,33;114,57;"400";1994;"1";NA;40118;"Chen 1996; cited by Luo et al., 2014"
"8702";10575;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"6";NA;NA;NA;NA;NA;NA;29,65;7,03;6,67;9,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;1,34;"CHN";26,15;109,7;"400";1996;NA;NA;80101;"Chen 1998; cited by Luo et al., 2014"
"8703";10576;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"11";NA;NA;NA;NA;NA;NA;77,86;16,55;12,07;18,63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;1,9;"CHN";26,15;109,7;"400";1996;NA;NA;80101;"Chen 1998; cited by Luo et al., 2014"
"8704";10577;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"17";NA;NA;NA;NA;NA;NA;127,7;18,49;10,04;17,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;2,78;"CHN";26,15;109,7;"400";1996;NA;NA;80101;"Chen 1998; cited by Luo et al., 2014"
